,sub,onset,offset,cat,tier
33,99,685.02,685.91,V,VCV
34,99,690.88,692.54,V,VCV
35,99,695.07,695.98,V,VCV
36,99,698.04,698.68,V,VCV
37,99,699.62,699.78,V,VCV
38,99,716.67,717.28,V,VCV
39,99,735.69,738.45,V,VCV
40,99,739.85,741.12,V,VCV
41,99,744.17,744.67,V,VCV
42,99,792.27,792.68,V,VCV
43,99,793.94,795.36,V,VCV
44,99,837.88,839.42,V,VCV
45,99,845.99,848.49,V,VCV
46,99,849.02,850.81,V,VCV
47,99,851.42,851.89,V,VCV
48,99,858.03,858.96,V,VCV
49,99,859.23,860.34,V,VCV
50,99,860.72,860.99,V,VCV
51,99,861.8,863,V,VCV
52,99,863.44,864.55,V,VCV
53,99,865.9,866.82,V,VCV
54,99,889.27,889.43,V,VCV
55,99,901.13,902.88,V,VCV
56,99,903.35,904.22,V,VCV
0,101,111.84,112.025,V,VCV
1,101,152.589,152.731,V,VCV
2,101,161.036,161.547,V,VCV
3,101,162.887,163.192,V,VCV
4,101,170.932,171.435,V,VCV
5,101,171.9,172.502,V,VCV
6,101,173.067,174.187,V,VCV
7,101,176.968,177.578,V,VCV
8,101,186.62,187.053,V,VCV
9,101,188.285,188.831,V,VCV
10,101,469.946,470.343,V,VCV
11,101,471.208,471.449,V,VCV
12,101,493.056,493.666,VCV,VCV
13,101,496.312,497.369,V,VCV
14,101,559.296,559.473,V,VCV
15,101,563.063,563.283,V,VCV
16,101,568.768,569.626,VC,VCV
17,101,570.258,570.697,V,VCV
18,101,573.286,574.137,V,VCV
19,101,600.796,603.134,VCVC,VCV
20,101,606.655,607.101,V,VCV
21,101,608.701,609.573,V,VCV
22,101,610.202,611.244,VCV,VCV
23,101,613.414,614.463,V,VCV
24,101,622.611,624.375,VCVC,VCV
25,101,624.856,625.948,V,VCV
26,101,626.288,627.09,V,VCV
27,101,634.721,635.807,VCV,VCV
28,101,636.158,636.69,VCV,VCV
29,101,644.891,645.813,V,VCV
30,101,651.763,652.621,VCV,VCV
31,101,657.29,657.489,V,VCV
32,101,658.373,658.529,V,VCV
33,101,659.26,659.48,V,VCV
34,101,659.848,660.621,V,VCV
35,101,661.281,661.586,V,VCV
36,101,663.099,663.283,V,VCV
37,101,664.466,666.048,VCVC,VCV
38,101,671.12,671.459,CV,VCV
39,101,671.855,673.004,VCVC,VCV
40,101,676.73,676.993,V,VCV
41,101,677.559,678.403,V,VCV
42,101,678.874,679.079,V,VCV
43,101,681.291,681.816,V,VCV
44,101,683.031,683.301,V,VCV
45,101,698.622,698.856,V,VCV
46,101,724.686,724.983,V,VCV
47,101,737.054,737.827,V,VCV
48,101,738.362,738.866,V,VCV
49,101,739.521,740.585,V,VCV
50,101,763.894,764.124,V,VCV
51,101,774.03,774.186,V,VCV
52,101,780.318,781.194,VCV,VCV
53,101,783.304,783.764,VCV,VCV
54,101,794.03,794.738,V,VCV
55,101,797.638,797.8,V,VCV
56,101,798.376,799.65,V,VCV
57,101,800.063,800.695,V,VCV
58,101,828.991,831.165,V,VCV
59,101,832.212,833.113,CVCV,VCV
60,101,836.698,836.934,V,VCV
61,101,846.846,847.262,V,VCV
62,101,849.285,849.527,V,VCV
63,101,855.484,855.682,V,VCV
64,101,856.204,857.185,V,VCV
65,101,857.862,858.017,V,VCV
66,101,863.756,864.979,VCVC,VCV
67,101,880.519,881.562,V,VCV
68,101,893.162,893.317,CV,VCV
69,101,893.775,894.769,V,VCV
70,101,974.272,974.477,V,VCV
71,101,1002.81,1003.058,V,VCV
72,101,1008.821,1010.032,CVCV,VCV
73,101,1010.541,1012.316,V,VCV
74,101,1012.826,1013.05,V,VCV
75,101,1014.854,1016.021,V,VCV
0,105,58.31,59.37,CV,VCV
1,105,81.645,82.555,V,VCV
2,105,89.615,89.865,V,VCV
3,105,103.595,103.915,V,VCV
4,105,113.62,113.84,V,VCV
5,105,129.05,130.53,V,VCV
6,105,131.425,132.555,V,VCV
7,105,150.145,150.355,V,VCV
8,105,163.585,165.485,V,VCV
9,105,166.77,167.17,V,VCV
10,105,178.105,178.925,V,VCV
11,105,180.73,181.89,V,VCV
12,105,209.1,209.82,V,VCV
13,105,242.705,242.875,V,VCV
14,105,244.205,244.615,V,VCV
15,105,254.615,251.6,V,VCV
16,105,341.13,341.51,V,VCV
17,105,492.69,492.87,V,VCV
18,105,521.13,521.31,V,VCV
19,105,529.705,531.565,V,VCV
20,105,549.06,552.75,V,VCV
21,105,553.975,554.535,V,VCV
22,105,563.67,572.04,VCV,VCV
23,105,574.64,575,V,VCV
24,105,587.38,587.9,V,VCV
25,105,600.23,600.36,V,VCV
26,105,676.45,676.7,V,VCV
27,105,705.205,705.485,V,VCV
28,105,719.33,720.01,V,VCV
29,105,721.125,722.265,V,VCV
30,105,725.44,727.35,V,VCV
31,105,757.227,758.311,V,VCV
32,105,758.615,760.147,V,VCV
33,105,760.678,761.721,V,VCV
34,105,762.153,763.574,VCV,VCV
35,105,763.921,764.485,VCV,VCV
36,105,843.32,846.32,V,VCV
37,105,867.45,867.63,V,VCV
0,106,413.849,414.089,V,VCV
1,106,421.874,422.084,V,VCV
2,106,461.889,462.119,V,VCV
3,106,492.414,493.984,V,VCV
4,106,497.859,498.309,V,VCV
5,106,506.214,506.654,V,VCV
6,106,525.414,526.284,V,VCV
7,106,526.829,528.039,V,VCV
8,106,530.814,531.234,V,VCV
9,106,542.274,543.114,V,VCV
10,106,543.734,544.424,V,VCV
11,106,544.889,545.379,V,VCV
12,106,550.054,550.294,V,VCV
13,106,553.964,554.164,V,VCV
14,106,559.794,560.054,V,VCV
15,106,560.544,561.274,V,VCV
16,106,647.459,647.849,V,VCV
17,106,651.544,652.054,V,VCV
18,106,681.099,681.649,V,VCV
19,106,714.764,715.144,V,VCV
20,106,715.914,716.384,V,VCV
21,106,719.959,721.239,V,VCV
22,106,722.519,723.619,V,VCV
23,106,724.699,725.999,CV,VCV
24,106,728.239,729.209,V,VCV
25,106,734.583,736.566,V,VCV
26,106,743.283,743.642,V,VCV
27,106,743.999,744.299,V,VCV
28,106,750.535,751.027,V,VCV
29,106,751.782,752.141,V,VCV
30,106,756.427,756.677,V,VCV
31,106,782.56,782.768,V,VCV
32,106,809.457,810.198,V,VCV
33,106,810.477,810.968,V,VCV
34,106,826.297,827.097,V,VCV
35,106,834.613,835.183,V,VCV
36,106,844.313,844.538,V,VCV
37,106,876.294,877.228,V,VCV
38,106,890.944,891.327,V,VCV
39,106,891.693,891.901,V,VCV
40,106,900.317,900.567,V,VCV
41,106,901.408,902.2,V,VCV
42,106,918.39,919.307,V,VCV
43,106,919.623,920.239,V,VCV
44,106,925.55,926.667,V,VCV
45,106,930.721,931.063,V,VCV
46,106,937.032,938.799,V,VCV
47,106,939.156,940.723,V,VCV
48,106,941.064,942.889,VC,VCV
49,106,943.284,944.276,V,VCV
0,113,8.7,10.14,V,VCV
1,113,16.56,17.09,V,VCV
2,113,21.385,21.895,V,VCV
3,113,23.2,23.43,V,VCV
4,113,27.66,28.34,V,VCV
5,113,29.305,29.695,V,VCV
6,113,30.65,35.46,V,VCV
7,113,37.79,39.45,V,VCV
8,113,40.525,43.875,V,VCV
9,113,44.955,45.305,V,VCV
10,113,48.065,49.615,V,VCV
11,113,148.815,150.655,V,VCV
12,113,168.37,169.18,V,VCV
13,113,176.8,177.39,V,VCV
14,113,188.3,194.18,V,VCV
15,113,195.375,195.705,V,VCV
16,113,198.695,199.475,V,VCV
17,113,201.82,207.84,V,VCV
18,113,208.825,211.885,V,VCV
19,113,213.11,214.6,V,VCV
20,113,215.65,216.22,V,VCV
21,113,218.58,223.4,V,VCV
22,113,225.105,226.165,V,VCV
23,113,228.22,233.97,V,VCV
24,113,332.14,332.42,V,VCV
25,113,334.56,334.85,V,VCV
26,113,338.55,339.09,V,VCV
27,113,343.725,349.805,V,VCV
28,113,357.245,359.455,CV,VCV
29,113,362.12,363.06,V,VCV
30,113,366.005,371.325,VCV,VCV
31,113,374.29,374.48,V,VCV
32,113,376.27,376.64,V,VCV
33,113,377.71,378.36,CV,VCV
34,113,379.91,380.09,V,VCV
35,113,389.395,391.105,V,VCV
36,113,412.445,413.695,V,VCV
37,113,458.23,460.24,V,VCV
38,113,462.415,465.025,V,VCV
39,113,466.07,466.83,V,VCV
40,113,475.92,476.31,V,VCV
41,113,477.22,483.07,CV,VCV
42,113,485.9,486.16,CV,VCV
43,113,487.76,489.31,V,VCV
44,113,490.41,490.75,V,VCV
45,113,491.69,492.34,V,VCV
46,113,496.031,504.171,V,VCV
47,113,521.21,521.83,V,VCV
48,113,549.15,549.47,V,VCV
49,113,577.09,577.35,V,VCV
50,113,586.38,586.97,VC,VCV
51,113,670.79,671.57,CV,VCV
52,113,682.21,682.84,V,VCV
53,113,683.84,684.38,V,VCV
54,113,715.21,716.87,V,VCV
55,113,727.874,730.864,V,VCV
56,113,732.14,732.77,V,VCV
57,113,737.08,737.21,V,VCV
58,113,738.79,741.08,CV,VCV
59,113,742.621,750.941,V,VCV
60,113,756.07,756.48,V,VCV
61,113,759.315,763.195,VCV,VCV
62,113,765.88,766.02,V,VCV
63,113,768.51,768.68,V,VCV
64,113,769.5,769.63,V,VCV
65,113,771.13,771.28,V,VCV
66,113,774.45,774.83,V,VCV
67,113,776.09,776.77,V,VCV
68,113,787.74,788.1,CV,VCV
69,113,788.691,789.375,CVCV,VCV
70,113,789.89,790.08,CV,VCV
71,113,814.13,814.43,V,VCV
72,113,817.62,817.83,V,VCV
73,113,829.42,829.88,CV,VCV
0,115,265.26,265.58,V,VCV
1,115,311.25,312.13,V,VCV
2,115,324.43,324.8,V,VCV
3,115,337,337.015,V,VCV
4,115,337.015,337.525,V,VCV
5,115,337.8,339.22,V,VCV
6,115,353.29,354.03,V,VCV
7,115,355.52,356.03,V,VCV
8,115,358.47,359.54,V,VCV
9,115,404.75,405.42,V,VCV
10,115,421.368,422.155,V,VCV
11,115,447.474,448.793,V,VCV
12,115,456.496,457.439,V,VCV
13,115,466.361,466.701,V,VCV
14,115,476.432,476.659,V,VCV
15,115,477.418,477.652,V,VCV
16,115,622.957,623.325,V,VCV
17,115,760.289,760.417,V,VCV
18,115,769.943,770.141,V,VCV
0,118,22.69,22.92,V,VCV
1,118,36.31,37.44,V,VCV
2,118,39.765,40.055,V,VCV
3,118,44.92,45.1,V,VCV
4,118,46.575,46.815,V,VCV
5,118,47.5,47.64,V,VCV
6,118,48.985,49.125,V,VCV
7,118,57.25,57.39,V,VCV
8,118,69.885,70.035,V,VCV
9,118,71.205,71.375,V,VCV
10,118,88.325,88.475,V,VCV
11,118,97.235,97.405,V,VCV
12,118,115.505,115.655,V,VCV
13,118,116.775,117.525,V,VCV
14,118,123.955,124.095,V,VCV
15,118,135.02,135.57,V,VCV
16,118,138.13,138.32,V,VCV
17,118,141.86,143.41,V,VCV
18,118,145.23,145.32,V,VCV
19,118,152.76,152.94,V,VCV
20,118,155.435,155.565,V,VCV
21,118,157.605,157.805,V,VCV
22,118,166.15,166.34,V,VCV
23,118,172.12,172.33,V,VCV
24,118,174.39,174.95,V,VCV
25,118,183.865,184.045,V,VCV
26,118,194.66,194.92,V,VCV
27,118,239.295,239.435,V,VCV
28,118,247.49,247.66,V,VCV
29,118,249.23,249.53,V,VCV
30,118,257.125,257.255,V,VCV
31,118,259.215,259.385,V,VCV
32,118,262.595,262.765,V,VCV
33,118,264.945,265.165,V,VCV
34,118,269.14,269.37,V,VCV
35,118,276.57,276.79,V,VCV
36,118,281.635,281.785,V,VCV
37,118,283.885,284.095,V,VCV
38,118,288.705,288.885,V,VCV
39,118,293.97,294.76,V,VCV
40,118,305.45,305.72,V,VCV
41,118,306.1,306.19,V,VCV
42,118,309.41,309.56,V,VCV
43,118,315.4,315.68,V,VCV
44,118,320.425,320.605,V,VCV
45,118,321.48,321.66,V,VCV
46,118,325.745,325.985,V,VCV
47,118,329.6,329.97,V,VCV
48,118,341.24,341.66,V,VCV
49,118,379.065,379.945,V,VCV
50,118,382.61,383.17,V,VCV
51,118,390.385,390.515,V,VCV
52,118,391.235,391.365,V,VCV
53,118,392.435,392.605,V,VCV
54,118,395.935,396.045,V,VCV
55,118,397.985,398.115,V,VCV
56,118,404.035,404.215,V,VCV
57,118,406.79,407.05,V,VCV
58,118,423.175,423.365,V,VCV
59,118,425.445,425.625,V,VCV
60,118,427.4,427.6,V,VCV
61,118,428.555,428.735,V,VCV
62,118,431.82,432.03,V,VCV
63,118,434.58,434.71,V,VCV
64,118,435.93,436.08,V,VCV
65,118,438.39,438.53,V,VCV
66,118,440.825,441.055,V,VCV
67,118,446.645,447.525,V,VCV
68,118,448.71,448.84,V,VCV
69,118,450.57,450.74,V,VCV
70,118,451.94,452.18,V,VCV
71,118,458.315,458.505,V,VCV
72,118,461.945,462.155,V,VCV
73,118,464.315,464.455,V,VCV
74,118,467.46,467.89,V,VCV
75,118,469.8,470,V,VCV
76,118,478.845,479.065,V,VCV
77,118,579.88,580.04,V,VCV
78,118,590.885,591.175,V,VCV
79,118,598.055,598.235,V,VCV
80,118,621.59,621.89,V,VCV
81,118,625.925,626.215,V,VCV
82,118,631.005,631.465,V,VCV
83,118,633.43,633.76,V,VCV
84,118,635.13,635.66,V,VCV
85,118,651.85,652.2,V,VCV
86,118,661.42,661.75,V,VCV
87,118,666.12,666.34,V,VCV
88,118,668.075,668.355,V,VCV
89,118,673.6,674,V,VCV
90,118,685.065,686.595,V,VCV
91,118,687.835,688.085,V,VCV
92,118,691.405,691.965,V,VCV
93,118,705.98,706.23,V,VCV
94,118,712.53,712.87,V,VCV
95,118,716.695,717.325,V,VCV
96,118,747.435,747.625,V,VCV
97,118,816.695,817.015,V,VCV
98,118,876.88,877.14,V,VCV
99,118,884.155,884.535,CV,VCV
100,118,897.74,899.7,V,VCV
101,118,900.855,901.145,V,VCV
102,118,904.145,905.335,V,VCV
103,118,906.535,907.055,V,VCV
104,118,908.3,909.03,VC,VCV
105,118,913.67,914.68,V,VCV
106,118,916.31,916.85,V,VCV
107,118,917.47,918.72,V,VCV
0,4,11.22,12.79,Vocal,CGR Modality_21
1,4,39.66,40.87,Vocal,CGR Modality_21
2,4,85.605,86.605,Vocal,CGR Modality_21
3,4,87.11,88.13,Vocal,CGR Modality_21
4,4,90.235,91.06,Vocal,CGR Modality_21
5,4,164.77,166.75,Vocal,CGR Modality_21
6,4,167.325,169.915,Vocal,CGR Modality_21
7,4,181.585,182.145,Vocal,CGR Modality_21
8,4,182.4,183.49,Vocal,CGR Modality_21
9,4,184.31,186.27,Vocal,CGR Modality_21
10,4,209.23,211.11,Vocal,CGR Modality_21
11,4,258.99,259.54,Vocal,CGR Modality_21
12,4,261.33,262.77,Vocal,CGR Modality_21
13,4,271.25,272.73,Vocal,CGR Modality_21
14,4,272.895,273.875,Vocal,CGR Modality_21
15,4,287.875,289.595,Vocal,CGR Modality_21
16,4,312.65,314.03,Vocal,CGR Modality_21
17,4,316.15,317.385,Vocal,CGR Modality_21
18,4,371.545,373.835,Vocal,CGR Modality_21
19,4,374.255,376.395,Vocal,CGR Modality_21
20,4,377.075,378.845,Vocal,CGR Modality_21
21,4,384.2,385.32,Vocal,CGR Modality_21
22,4,387.965,388.795,Vocal,CGR Modality_21
23,4,390.195,391.975,Vocal,CGR Modality_21
24,4,392.87,394.58,Both,CGR Modality_21
25,4,464.125,465.025,Vocal,CGR Modality_21
26,4,476.305,478.28,Vocal,CGR Modality_21
27,4,478.605,479.52,Vocal,CGR Modality_21
28,4,505.135,506.045,Vocal,CGR Modality_21
29,4,519.43,521.59,Vocal,CGR Modality_21
30,4,566.545,571.15,Both,CGR Modality_21
31,4,572.325,574.25,Vocal,CGR Modality_21
32,4,574.415,575.305,Vocal,CGR Modality_21
33,4,576.105,580.585,NonVocal,CGR Modality_21
34,4,581.28,583.12,Vocal,CGR Modality_21
35,4,663.015,664.315,Vocal,CGR Modality_21
36,4,664.4,665.59,Vocal,CGR Modality_21
37,4,665.71,667.005,Vocal,CGR Modality_21
38,4,686.905,688.225,Vocal,CGR Modality_21
39,4,689.44,690.79,Vocal,CGR Modality_21
40,4,692.67,694,Vocal,CGR Modality_21
41,4,694.41,695.63,Vocal,CGR Modality_21
42,4,701.215,702.525,Vocal,CGR Modality_21
43,4,702.865,704.375,Vocal,CGR Modality_21
44,4,843.85,847.6,Vocal,CGR Modality_21
45,4,869.93,870.55,Vocal,CGR Modality_21
46,4,871.315,872.425,Vocal,CGR Modality_21
47,4,880.345,881.565,Vocal,CGR Modality_21
48,4,882.26,883.42,Vocal,CGR Modality_21
49,4,883.785,886.905,Both,CGR Modality_21
0,6,312.935,313.805,Vocal,CGR Modality_21
1,6,544.675,545.505,Vocal,CGR Modality_21
2,6,546.28,547.13,Vocal,CGR Modality_21
3,6,548.075,548.625,Vocal,CGR Modality_21
4,6,576.29,577.17,Vocal,CGR Modality_21
5,6,577.385,579.955,Vocal,CGR Modality_21
6,6,592.195,593.195,Vocal,CGR Modality_21
7,6,594.625,596.315,Vocal,CGR Modality_21
8,6,715.135,716.345,Vocal,CGR Modality_21
9,6,716.63,719.5,Both,CGR Modality_21
10,6,854.735,856.05,Vocal,CGR Modality_21
11,6,858.4,859.44,Vocal,CGR Modality_21
12,6,860.38,861.105,Vocal,CGR Modality_21
13,6,861.5,864.4,Both,CGR Modality_21
14,6,936.75,937.24,Both,CGR Modality_21
15,6,937.475,940.105,Both,CGR Modality_21
0,10,140.363,141.393,Both,CGR Modality_21
1,10,141.548,143.358,Both,CGR Modality_21
2,10,143.533,143.993,Vocal,CGR Modality_21
3,10,144.495,145.213,Vocal,CGR Modality_21
4,10,303.027,305.667,NonVocal,CGR Modality_21
5,10,447.162,448.015,NonVocal,CGR Modality_21
6,10,448.427,449.577,NonVocal,CGR Modality_21
7,10,621.201,622.331,Vocal,CGR Modality_21
8,10,627.086,627.646,Vocal,CGR Modality_21
9,10,627.896,628.686,Vocal,CGR Modality_21
10,10,629.021,629.601,Vocal,CGR Modality_21
11,10,630.601,631.321,Vocal,CGR Modality_21
12,10,645.696,646.736,Vocal,CGR Modality_21
13,10,648.966,649.42,Vocal,CGR Modality_21
14,10,650.266,653.246,NonVocal,CGR Modality_21
15,10,653.925,656.538,Vocal,CGR Modality_21
16,10,657.36,658.17,Vocal,CGR Modality_21
17,10,659.275,659.965,Both,CGR Modality_21
18,10,660.81,661.8,Both,CGR Modality_21
19,10,662.615,663.465,Both,CGR Modality_21
20,10,664.13,665.02,Both,CGR Modality_21
21,10,684.739,686.149,Vocal,CGR Modality_21
22,10,686.299,686.589,Vocal,CGR Modality_21
23,10,686.749,688.489,Vocal,CGR Modality_21
24,10,689.474,690.374,Vocal,CGR Modality_21
25,10,690.469,691.009,Vocal,CGR Modality_21
26,10,695.09,696.474,Vocal,CGR Modality_21
27,10,697.279,698.039,Vocal,CGR Modality_21
28,10,698.964,700.644,Vocal,CGR Modality_21
29,10,730.313,731.023,Vocal,CGR Modality_21
30,10,732.873,733.763,Vocal,CGR Modality_21
31,10,734.703,736.323,Vocal,CGR Modality_21
32,10,778.451,779.541,Both,CGR Modality_21
33,10,804.405,805.427,NonVocal,CGR Modality_21
34,10,806.497,810.107,NonVocal,CGR Modality_21
35,10,820.155,820.52,Vocal,CGR Modality_21
36,10,820.6,821.8,NonVocal,CGR Modality_21
37,10,821.82,822.76,Vocal,CGR Modality_21
38,10,824.345,825.255,Vocal,CGR Modality_21
39,10,825.92,826.595,Vocal,CGR Modality_21
40,10,826.96,828.07,NonVocal,CGR Modality_21
41,10,829.4,829.85,Vocal,CGR Modality_21
42,10,832.6,833.01,Vocal,CGR Modality_21
43,10,833.365,834.235,Vocal,CGR Modality_21
44,10,840.465,841.485,Vocal,CGR Modality_21
45,10,858.42,859.42,Both,CGR Modality_21
46,10,860.3,862.79,Both,CGR Modality_21
47,10,868.81,870.65,NonVocal,CGR Modality_21
48,10,870.965,871.905,Vocal,CGR Modality_21
49,10,872.16,872.87,Vocal,CGR Modality_21
50,10,874.26,878.655,NonVocal,CGR Modality_21
51,10,890.315,891.215,Vocal,CGR Modality_21
52,10,893.53,896.7,NonVocal,CGR Modality_21
0,11,32.1,32.595,Vocal,CGR Modality_21
1,11,33.57,34.55,Vocal,CGR Modality_21
2,11,36.63,37.55,Vocal,CGR Modality_21
3,11,61.86,62.86,NonVocal,CGR Modality_21
4,11,62.97,64.56,Both,CGR Modality_21
5,11,65.06,66.16,Both,CGR Modality_21
6,11,66.785,67.705,Both,CGR Modality_21
7,11,68.49,69.47,Both,CGR Modality_21
8,11,80.695,81.785,Vocal,CGR Modality_21
9,11,81.965,82.635,Vocal,CGR Modality_21
10,11,83.355,84.415,Vocal,CGR Modality_21
11,11,85,86.2,Both,CGR Modality_21
12,11,86.945,88.015,Both,CGR Modality_21
13,11,88.465,89.065,Vocal,CGR Modality_21
14,11,89.41,90.72,Both,CGR Modality_21
15,11,140.275,140.895,Vocal,CGR Modality_21
16,11,144.49,146.8,Vocal,CGR Modality_21
17,11,299.815,301.705,NonVocal,CGR Modality_21
18,11,302.055,303.085,Vocal,CGR Modality_21
19,11,304.765,306.705,Vocal,CGR Modality_21
20,11,410.54,412.07,Vocal,CGR Modality_21
21,11,497.29,498.07,Vocal,CGR Modality_21
22,11,499.905,501.015,Vocal,CGR Modality_21
23,11,502.825,503.505,Vocal,CGR Modality_21
24,11,504.71,505.97,Vocal,CGR Modality_21
25,11,636.425,636.905,Vocal,CGR Modality_21
26,11,637.69,638.18,Vocal,CGR Modality_21
27,11,640.5,641.99,Vocal,CGR Modality_21
28,11,717.305,720.155,NonVocal,CGR Modality_21
29,11,720.237,723.867,NonVocal,CGR Modality_21
30,11,777.75,778.99,Vocal,CGR Modality_21
31,11,779.602,780.492,Both,CGR Modality_21
32,11,780.852,781.822,Both,CGR Modality_21
33,11,782.315,784.035,Both,CGR Modality_21
34,11,856.1,856.88,Vocal,CGR Modality_21
35,11,858.135,858.805,Both,CGR Modality_21
36,11,859.005,859.635,Both,CGR Modality_21
37,11,859.895,860.505,Both,CGR Modality_21
38,11,870.015,870.975,Both,CGR Modality_21
39,11,903.985,904.655,Vocal,CGR Modality_21
40,11,904.7,905.8,Both,CGR Modality_21
41,11,905.845,906.935,Both,CGR Modality_21
42,11,907.615,908.625,Vocal,CGR Modality_21
43,11,908.965,909.915,Vocal,CGR Modality_21
44,11,910.015,910.805,Vocal,CGR Modality_21
45,11,911.035,912.145,Vocal,CGR Modality_21
46,11,912.195,913.415,Vocal,CGR Modality_21
47,11,918.07,919.71,Both,CGR Modality_21
48,11,919.775,920.825,Vocal,CGR Modality_21
49,11,927.295,929.315,Vocal,CGR Modality_21
50,11,929.92,931.97,Both,CGR Modality_21
51,11,943.535,944.145,NonVocal,CGR Modality_21
0,27,41.455,42.015,Vocal,CGR Modality_21
1,27,61.205,61.885,Vocal,CGR Modality_21
2,27,71.18,72.62,Vocal,CGR Modality_21
3,27,73.61,75.59,Vocal,CGR Modality_21
4,27,118.73,119.692,Vocal,CGR Modality_21
5,27,127.871,128.391,Vocal,CGR Modality_21
6,27,129.221,130.671,Vocal,CGR Modality_21
7,27,131.246,132.006,Both,CGR Modality_21
8,27,196.85,198.58,Vocal,CGR Modality_21
9,27,310.33,312.52,Both,CGR Modality_21
10,27,357.397,358.025,Vocal,CGR Modality_21
11,27,358.597,360.007,Vocal,CGR Modality_21
12,27,360.667,361.717,Vocal,CGR Modality_21
13,27,362.452,362.972,Vocal,CGR Modality_21
14,27,363.1,363.652,Vocal,CGR Modality_21
15,27,366.786,367.406,Vocal,CGR Modality_21
16,27,370.811,372.391,Vocal,CGR Modality_21
17,27,372.856,373.556,Vocal,CGR Modality_21
18,27,379.491,380.751,Vocal,CGR Modality_21
19,27,385.136,386.116,NonVocal,CGR Modality_21
20,27,391.356,393.706,Vocal,CGR Modality_21
21,27,424.045,425.135,Vocal,CGR Modality_21
22,27,426.95,427.9,Both,CGR Modality_21
23,27,429.435,429.855,Vocal,CGR Modality_21
24,27,430.7,431.555,Vocal,CGR Modality_21
25,27,444.918,445.638,Vocal,CGR Modality_21
26,27,446.368,448.065,Both,CGR Modality_21
27,27,466.68,467.41,Vocal,CGR Modality_21
28,27,468.765,469.415,Vocal,CGR Modality_21
29,27,586.229,586.629,Vocal,CGR Modality_21
30,27,591.549,593.61,Vocal,CGR Modality_21
31,27,594.019,594.409,Vocal,CGR Modality_21
32,27,595.044,595.534,Vocal,CGR Modality_21
33,27,596.109,597.119,Vocal,CGR Modality_21
34,27,628.73,629.18,Vocal,CGR Modality_21
35,27,629.985,631.195,Both,CGR Modality_21
36,27,631.66,632.45,Vocal,CGR Modality_21
37,27,632.575,633.405,Vocal,CGR Modality_21
38,27,634.57,635.5,Vocal,CGR Modality_21
39,27,654.495,655.385,Vocal,CGR Modality_21
40,27,656.81,657.5,Vocal,CGR Modality_21
41,27,658.73,660.15,Vocal,CGR Modality_21
42,27,660.5,661.59,Vocal,CGR Modality_21
43,27,662.6,663.54,Vocal,CGR Modality_21
44,27,664.35,667.52,Both,CGR Modality_21
45,27,693.375,694.095,Vocal,CGR Modality_21
46,27,696.495,697.215,Vocal,CGR Modality_21
47,27,703.115,703.755,Vocal,CGR Modality_21
48,27,705.435,709.075,Both,CGR Modality_21
49,27,709.315,710.495,Both,CGR Modality_21
50,27,778.955,781.355,Vocal,CGR Modality_21
51,27,802.71,803.56,Vocal,CGR Modality_21
52,27,805.24,806.145,Vocal,CGR Modality_21
53,27,807.405,808.605,Vocal,CGR Modality_21
54,27,823.815,824.765,Vocal,CGR Modality_21
55,27,830.95,832.835,Both,CGR Modality_21
56,27,839.08,840.8,Vocal,CGR Modality_21
57,27,843.42,845.23,Vocal,CGR Modality_21
58,27,867.03,867.83,Vocal,CGR Modality_21
59,27,868.67,869.91,Vocal,CGR Modality_21
60,27,881.9,882.37,Vocal,CGR Modality_21
61,27,882.715,884.005,Vocal,CGR Modality_21
62,27,890.185,890.675,Both,CGR Modality_21
63,27,890.77,891.82,Both,CGR Modality_21
64,27,891.865,894.025,Both,CGR Modality_21
0,28,480.4,482,Both,CGR Modality_21
1,28,482.505,484.215,Vocal,CGR Modality_21
2,28,484.55,486.54,Both,CGR Modality_21
3,28,721.115,721.705,Vocal,CGR Modality_21
4,28,731.87,733.49,Vocal,CGR Modality_21
5,28,733.785,734.835,Vocal,CGR Modality_21
0,43,120.928,121.708,Vocal,CGR Modality_21
1,43,124.05,125.658,NonVocal,CGR Modality_21
2,43,141.08,141.524,Vocal,CGR Modality_21
3,43,141.634,142.414,Vocal,CGR Modality_21
4,43,143.424,144.94,Vocal,CGR Modality_21
5,43,164.335,166.305,Vocal,CGR Modality_21
6,43,166.625,168.68,Both,CGR Modality_21
7,43,172.9,174.105,Vocal,CGR Modality_21
8,43,174.865,175.805,Vocal,CGR Modality_21
9,43,197.218,198.818,Vocal,CGR Modality_21
10,43,200.603,201.723,Vocal,CGR Modality_21
11,43,202.628,204.008,Vocal,CGR Modality_21
12,43,393.818,394.67,Vocal,CGR Modality_21
13,43,394.89,396.608,Vocal,CGR Modality_21
14,43,443.613,444.413,Vocal,CGR Modality_21
15,43,444.478,445.408,Vocal,CGR Modality_21
16,43,445.758,447.758,Vocal,CGR Modality_21
17,43,544.955,546.505,Vocal,CGR Modality_21
18,43,548.6,549.6,Vocal,CGR Modality_21
19,43,553.04,557.02,Both,CGR Modality_21
20,43,558.39,559.745,Vocal,CGR Modality_21
21,43,562.505,564.005,NonVocal,CGR Modality_21
22,43,564.345,565.015,Both,CGR Modality_21
23,43,565.55,567.01,Both,CGR Modality_21
24,43,567.46,568.91,Both,CGR Modality_21
25,43,577.995,579.815,Both,CGR Modality_21
26,43,581.315,582.415,Both,CGR Modality_21
